ilda_id,letter,mia_stem,mia_citation,form_type,en,url
12441,e,eleelim-,eleelim,stem,think of him so,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12441
9086,e,eleelintam-,eleelintam,stem,Think of it so,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9086
12280,e,elehpii-,elehpii,stem,"it is so tall, so high",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12280
12126,e,elehtam-,elehtam,stem,Hear it so,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12126
12131,e,elehtaw-,elehtaw,stem,Hear him so,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12131
10958,e,elenanci-,elenanci,stem,Be right-handed,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10958
12921,e,eleniwi-,eleniwi,stem,Be a man,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12921
12722,e,elešam-,elešam,stem,Cut it thus,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12722
11443,e,elini-,elini,stem,Be born,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11443
2138,e,elwee-,elwee,stem,Say so,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2138
568,e,ental-,ental,stem,"Detain him (as a prisoner), have him there",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/568
11385,e,etam-,etam,stem,"Say it, call it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11385
2143,e,ešileni-,ešileni,stem,Do a certain way,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2143
653,e,ešim-,ešim,stem,Say it to him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/653
6878,e,ešinaakosi-,ešinaakosi,stem,Be a certain way,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6878
2148,e,ešiteehee-,ešiteehee,stem,"Think, feel a certain way",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2148
658,e,ešiteeheehpinal-,ešiteeheehpinal,stem,Comfort him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/658
12841,e,ešiteeheelotaw-,ešiteeheelotaw,stem,Feel a certain way about him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12841
11543,e,ešiteeheeyosi-,ešiteeheeyosi,stem,"Intend something, have something in mind",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11543
4558,h,-hciw-,-hciw,stem,Upper arm,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4558
4718,h,-hkaat-,-hkaat,stem,Foot,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4718
4713,h,-hkahkwan-,-hkahkwan,stem,shin,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4713
4708,h,-hkan-,-hkan,stem,"Leg, bone",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4708
4688,h,-hkaš-,-hkaš,stem,Nail,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4688
4773,h,-hkiinšikw-,-hkiinšikw,stem,Eye,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4773
11060,h,-hkiipiman-,-hkiipiman,stem,"breastbone, sternum",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11060
4893,h,-hkinš-,-hkinš,stem,Forehead,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4893
4513,h,-hkitikwi-,-hkitikwi,stem,Knee,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4513
4573,h,-hkitin-,-hkitin,stem,"Vagina, vulva",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4573
4763,h,-hkiwan-,-hkiwan,stem,Nose,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4763
7203,h,-hkolay-,-hkolay,stem,"Blanket, robe, dress, shawl",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7203
4888,h,-hkon-,-hkon,stem,Liver,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4888
4658,h,-hkweekan-,-hkweekan,stem,Neck,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4658
4663,h,-hpaleew-,-hpaleew,stem,"chest, breast",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4663
4843,h,-hpani,-hpani,word,Lung,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4843
11050,h,-hpikay-,-hpikay,stem,rib,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11050
4468,h,-hseens-,-hseens,stem,"Elder brother, older brother",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4468
11927,h,-hsem-,-hsem,stem,daughter-in-law,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11927
4818,h,-htaamp-,-htaamp,stem,The back of one's neck,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4818
4778,h,-htawak-,-htawak,stem,Ear,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4778
4813,h,-hteekwaan-,-hteekwaan,stem,Neck gland,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4813
4568,h,-hšiim-,-hšiim,stem,Younger sibling,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4568
4528,h,-hšimihs-,-hšimihs,stem,Niece (Cross-niece),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4528
6938,h,hoci,hoci,word,Hey! (used as an attention getter),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6938
4038,h,hohow-,hohow,stem,Santa,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4038
4488,i,-iihkaan-,-iihkaan,stem,Friend (of the same sex),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4488
4678,i,-iihkwan-,-iihkwan,stem,elbow,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4678
4618,i,-iihtaaw-,-iihtaaw,stem,man's brother-in-law (man's sister's husband),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4618
4638,i,-iik-,-iik,stem,"House, home",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4638
4668,i,-iil-,-iil,stem,"bellybutton, navel",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4668
4803,i,-iilakay-,-iilakay,stem,Penis,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4803
4653,i,-iilan-,-iilan,stem,someone's tongue,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4653
4738,i,-iilanin-,-iilanin,stem,it is someone's (possession),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4738
4743,i,-iilaw-,-iilaw,stem,"Portion of food, one's food",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4743
4768,i,-iilhs-,-iilhs,stem,Hair,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4768
4623,i,-iilimw-,-iilimw,stem,"Cross-sex sibling-in-law (woman's brother-in-law, man's sister-in-law)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4623
4908,i,-iip-,-iip,stem,arrow,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4908
4648,i,-iipit-,-iipit,stem,Tooth,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4648
4798,i,-iiyaw-,-iiyaw,stem,"Body, self",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4798
9753,i,ihkipakaamhkii-,ihkipakaamhkii,stem,It is blue clay,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9753
8263,i,ihkipakahkatw-,ihkipakahkatw,stem,Grass,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8263
7278,i,ihkipakahki-,ihkipakahki,stem,"It is green land, it is a park",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7278
98,i,ihkipakiikin-,ihkipakiikin,stem,"It is blue, green cloth, paper",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/98
2118,i,ihkipakilee-,ihkipakilee,stem,"Be blue, green",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2118
103,i,ihkipakin-,ihkipakin,stem,"It is blue, green",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/103
2123,i,ihkipakiteehee-,ihkipakiteehee,stem,Have a green heart,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2123
7273,i,ihkipihsin-,ihkipihsin,stem,"It is straight, as a road or river",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7273
6923,i,ihkisam-,ihkisam,stem,"Boil it down, evaporate it by heat",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6923
8743,i,ihkwaa-,ihkwaa,stem,It is short,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8743
12101,i,ihpahki-,ihpahki,stem,It is high ground,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12101
12547,i,ihpaten-,ihpaten,stem,"It is steep, a hill, a butte",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12547
8748,i,ihpii-,ihpii,stem,It is tall,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8748
6763,i,iihia,iihia,word,"yes, okay, affirmative, you're welcome",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6763
3168,i,iihkaaw-,iihkaaw,stem,American Bittern (Botaurus lentiginosus),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3168
9899,i,iihkalw-,iihkalw,stem,Flowering Dogwood (Cornus florida),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9899
6123,i,iihkihtamink-,iihkihtamink,stem,Watermelon (Citrullus vulgaris),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6123
8888,i,iihkipakaapiikw-,iihkipakaapiikw,stem,blue ribbon,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8888
7268,i,iihkipakahk-,iihkipakahk,stem,"Green land, park",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7268
7318,i,iihkipihsinonki,iihkipihsinonki,word,"Peru, IN",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7318
6918,i,iihkisamink-,iihkisamink,stem,Maple Syrup,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6918
3173,i,iihkwakwaat-,iihkwakwaat,stem,American Robin (Turdus migratorius),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3173
4043,i,iihpaawal-,iihpaawal,stem,"Mexican, Spaniard",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4043
8913,i,iinaana,iinaana,word,"That (out of reach, animate)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8913
8908,i,iiniini,iiniini,word,"That (out of reach, inanimate)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8908
8823,i,iiyoowe,iiyoowe,word,"exclamation, be it from fear or in admiration, used only by men",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8823
17245,i,iišiteehion-,iišiteehion,stem,"Thought, mentality",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17245
123,i,ilaalaantee-,ilaalaantee,stem,It is colored a certain way,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/123
108,i,ilaapyaat-,ilaapyaat,stem,"It is used (a certain way), is useful",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/108
8448,i,ilaataweeyon-,ilaataweeyon,stem,Language,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8448
113,i,ilahkiiwi-,ilahkiiwi,stem,"There is such going on, it happens that way",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/113
1373,i,ilakintam-,ilakintam,stem,Price it at a certain amount,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1373
118,i,ilakintee-,ilakintee,stem,"It costs, is priced",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/118
7648,i,ileeši,ileeši,word,But,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7648
2128,i,ilekili-,ilekili,stem,"Be so big, so large, of a certain size",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2128
2133,i,iletii-,iletii,stem,Say to each other,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2133
11452,i,inko,inko,word,(Future negative),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11452
11844,i,inohka asiipiom-,inohka asiipiom,stem,Illinois River,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11844
128,i,išihsen-,išihsen,stem,"It lies a certain way, times are a certain way",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/128
12732,i,išihtan-,išihtan,stem,It flows thus,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12732
8473,i,išinaakwat-,išinaakwat,stem,It is a certain way,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8473
4608,k,-kohšim-,-kohšim,stem,"Cross-sibling, cross-cousin",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4608
4903,k,-kontaakan-,-kontaakan,stem,Throat,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4903
4898,k,-kootay-,-kootay,stem,Skirt,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4898
7298,k,-kwihs-,-kwihs,stem,Son,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7298
4518,k,-ky-,-ky,stem,"Mother (mother's sisters), mom",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4518
4048,k,kaahkaahki-,kaahkaahki,stem,"Katydid (Tettigonia viridissima), Kaskaskia person",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4048
663,k,kaahkahw-,kaahkahw,stem,"Clean him (as of fish, game, etc)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/663
6983,k,kaahkiihkw-,kaahkiihkw,stem,day,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6983
2153,k,kaahkilookii-,kaahkilookii,stem,Shave one's skin,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2153
1378,k,kaahkimiihsitonaham-,kaahkimiihsitonaham,stem,Shave one's face,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1378
3178,k,kaahkimiihsitonahiwi-,kaahkimiihsitonahiwi,stem,Barber,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3178
7473,k,kaahp-,kaahp,stem,Quapaw person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7473
11884,k,kaahpa siipiiw-,kaahpa siipiiw,stem,Arkansas River,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11884
17304,k,kaakaathswihsink-,kaakaathswihsink,stem,Hexagon,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17304
3183,k,kaakatakilenkwi-,kaakatakilenkwi,stem,Butterfly,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3183
5988,k,kaakihšaahkatw-,kaakihšaahkatw,stem,Sycamore (Platanus occidentalis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5988
11904,k,kaakiihsitaaki-,kaakiihsitaaki,stem,"One who preserves things, Tribal Historic Preservation Officer",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11904
2163,k,kaakiihsitaatii-,kaakiihsitaatii,stem,Preserve for each other,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2163
1383,k,kaakiihsitoo-,kaakiihsitoo,stem,"Preserve it, make it last",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1383
2158,k,kaakiitisi-,kaakiitisi,stem,"Be sore, in pain",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2158
3248,k,kaakilaahkiihki-,kaakilaahkiihki,stem,Liar,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3248
7143,k,kaanseenseemin-,kaanseenseemin,stem,Pecan (Carya illinoinensis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7143
5823,k,kaanseenseepiiw-,kaanseenseepiiw,stem,Ohio River,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5823
10790,k,kaanseepakaaniš-,kaanseepakaaniš,stem,Pecan tree (Carya illinoinensis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10790
7378,k,kaapi-,kaapi,stem,"Assistant to the chief, one who distributes goods",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7378
7138,k,kaayociik-,kaayociik,stem,Cucumber,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7138
4053,k,kaayohsen-,kaayohsen,stem,Sandstone,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4053
2168,k,kahcokaalakiinkwee-,kahcokaalakiinkwee,stem,"Have heavy eyes, be sleepy",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2168
4058,k,kahkeenš-,kahkeenš,stem,Weed,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4058
6143,k,kahkeenšaahkw-,kahkeenšaahkw,stem,Weed stalk,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6143
3188,k,kahkiiti-,kahkiiti,stem,American White Pelican (Pelecanus erythrorhynchos),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3188
11210,k,kahkiitiaahkw-,kahkiitiaahkw,stem,American spikenard (Aralia racemosa),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11210
8853,k,kahkiteemin-,kahkiteemin,stem,Mayapple (fruit),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8853
8848,k,kahkiteemišaahkw-,kahkiteemišaahkw,stem,Mayapple tree (Podophyllum peltatum),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8848
10269,k,kahoki-,kahoki,stem,Cahokia person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10269
13086,k,kahpakahki-,kahpakahki,stem,Be thick woods,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13086
6148,k,kahšimon-,kahšimon,stem,"Canvas, linen",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6148
6883,k,kakapaac-,kakapaac,stem,"Variously, in different ways",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6883
9381,k,kakapaacinaakosion-,kakapaacinaakosion,stem,Diversity,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9381
11400,k,kakiipihšii-,kakiipihšii,stem,Be deaf,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11400
668,k,kakiipiinkweehol-,kakiipiinkweehol,stem,Blindfold him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/668
4063,k,kakikaleni-,kakikaleni,stem,Snail,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4063
3203,k,kalaakalaal-,kalaakalaal,stem,Downy Woodpecker (Picoides pubescens),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3203
13182,k,kalol-,kalol,stem,speak to him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13182
2173,k,kaloosi-,kaloosi,stem,Speak,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2173
6153,k,kaloosion-,kaloosion,stem,Word,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6153
13096,k,kalootamaw-,kalootamaw,stem,Speak for him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13096
11325,k,kapeehsihtoo-,kapeehsihtoo,stem,"Take it across, ferry it across",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11325
11330,k,kapeehšim-,kapeehšim,stem,"take him across, ferry him across",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11330
2178,k,kapeehšin-,kapeehšin,stem,"Go across, cross a river",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2178
9248,k,kapihkam-,kapihkam,stem,"Pass by it, get in front of it, leave it out",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9248
9243,k,kapihkaw-,kapihkaw,stem,"pass by him, get in front of him, omit him, leave him out",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9243
10069,k,kapootwe,kapootwe,word,"soon, after a while",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10069
3208,k,katakakook-,katakakook,stem,"Northern leopard frog (Lithobates pipiens), Southern leopard frog (Lithobates sphenocephalus), Pickerel frog (Lithobates palustris)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3208
2183,k,katonkwaam-,katonkwaam,stem,Be sleepy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2183
8008,k,katoocii-,katoocii,stem,"Have to poop, defecate",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8008
7458,k,katoohw-,katoohw,stem,Cherokee person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7458
5198,k,katoohwakimin-,katoohwakimin,stem,Cherry (Domesticated),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5198
5208,k,katoohwakimišaahkw-,katoohwakimišaahkw,stem,Cherry Tree,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5208
8003,k,katoopihkwee-,katoopihkwee,stem,"Have to pee, urinate",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8003
2188,k,katoopii-,katoopii,stem,Be thirsty,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2188
1388,k,kawaham-,kawaham,stem,"Fell a tree, chop a tree down",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1388
12861,k,kawihsen-,kawihsen,stem,"Be fallen, topple over (as a tree)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12861
1393,k,kayohkam-,kayohkam,stem,"Blow it down, knock over by body",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1393
12627,k,kašihkahw-,kašihkahw,stem,Stab him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12627
11145,k,kašihkahwaakan-,kašihkahwaakan,stem,dagger,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11145
5248,k,keehpakiikinki naapinaakan-,keehpakiikinki naapinaakan,stem,Coat (Winter),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5248
5063,k,keekaanahkisinaakan-,keekaanahkisinaakan,stem,Boot,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5063
4068,k,keekaanohši-,keekaanohši,stem,Mule (mulus),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4068
7718,k,keekaanoloohsi-,keekaanoloohsi,stem,Rat,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7718
3193,k,keekaanoonkwi-,keekaanoonkwi,stem,Alligator (Alligator mississippiensis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3193
4073,k,keekaanwikani-,keekaanwikani,stem,Wasp (Bembix oculata),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4073
3198,k,keekaanwikaši-,keekaanwikaši,stem,Grizzly Bear (Ursus arctos horribilis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3198
